comment_id,issue_key,author,comment_date,comment
COM-00125,PORTAL-1268,user0031,2026-02-21,Correction proposée dans la prochaine version.
COM-00126,BANK-1616,user0010,2026-05-30,Tests complémentaires nécessaires.
COM-00127,CRM-4897,user0025,2026-08-23,Le développement avance correctement.
COM-00128,BI-2276,user0016,2026-07-04,Le problème est reproduit en environnement de test.
COM-00129,BANK-495,user0042,2025-11-18,Attention au délai prévu.
COM-00130,PORTAL-967,user0006,2026-06-18,Le problème est reproduit en environnement de test.
COM-00131,CLOUD-986,user0030,2026-03-19,Le développement avance correctement.
COM-00132,BI-2218,user0049,2025-11-11,Correction proposée dans la prochaine version.
COM-00133,ECOM-3882,user0037,2025-10-18,Attention au délai prévu.
COM-00134,SEC-2868,user0002,2026-02-23,Le problème semble corrigé.
COM-00135,ECOM-2310,user0013,2026-06-06,Correction proposée dans la prochaine version.
COM-00136,ERP-3786,user0009,2025-11-18,Le client demande une modification.
COM-00137,MOB-880,user0042,2026-02-28,Besoin de plus d'informations.
COM-00138,ECOM-2520,user0038,2025-12-09,Le développement avance correctement.
COM-00139,BI-3616,user0036,2026-03-02,Le problème est reproduit en environnement de test.
COM-00140,DATA-3968,user0027,2026-07-29,Tests complémentaires nécessaires.
COM-00141,PORTAL-4457,user0007,2025-09-15,Besoin de plus d'informations.
COM-00142,CRM-915,user0043,2025-10-21,Attention au délai prévu.
COM-00143,BI-2353,user0010,2025-12-18,Le développement avance correctement.
COM-00144,BANK-3979,user0017,2026-03-06,Correction proposée dans la prochaine version.
COM-00145,PORTAL-3838,user0021,2026-05-25,Il faut vérifier ce comportement.
COM-00146,BANK-3771,user0031,2026-04-08,Besoin de plus d'informations.
COM-00147,CLOUD-4173,user0020,2026-04-06,Le problème est reproduit en environnement de test.
COM-00148,ERP-2996,user0008,2025-11-03,Le développement avance correctement.
COM-00149,ERP-4581,user0006,2025-10-22,Attention au délai prévu.
COM-00150,CRM-2782,user0042,2026-04-29,Le problème semble corrigé.
COM-00151,ERP-4478,user0031,2025-11-26,Le problème semble corrigé.
COM-00152,ERP-3644,user0005,2026-05-11,Il faut vérifier ce comportement.
COM-00153,BANK-4680,user0026,2026-06-26,Besoin de plus d'informations.
COM-00154,PORTAL-2129,user0043,2026-03-05,Besoin de plus d'informations.
COM-00155,BI-3720,user0022,2026-04-16,Correction proposée dans la prochaine version.
COM-00156,CLOUD-647,user0025,2026-06-12,Le problème est reproduit en environnement de test.
COM-00157,ECOM-3829,user0040,2026-03-05,Besoin de plus d'informations.
COM-00158,ERP-350,user0028,2026-09-11,Attention au délai prévu.
COM-00159,ECOM-4669,user0040,2026-07-14,Tests complémentaires nécessaires.
COM-00160,BI-3029,user0023,2026-05-23,Il faut vérifier ce comportement.
COM-00161,ECOM-2762,user0019,2026-02-28,Le développement avance correctement.
COM-00162,BANK-2028,user0010,2025-10-21,Le problème semble corrigé.
COM-00163,DATA-1221,user0028,2025-12-02,Le problème est reproduit en environnement de test.
COM-00164,BI-2386,user0030,2025-12-14,La fonctionnalité est prête pour les tests.
COM-00165,CLOUD-1974,user0027,2026-05-16,Attention au délai prévu.
COM-00166,MOB-3326,user0036,2026-06-12,Le développement avance correctement.
COM-00167,BANK-1334,user0036,2026-09-10,Tests complémentaires nécessaires.
COM-00168,BI-2513,user0027,2026-06-08,Il faut vérifier ce comportement.
COM-00169,PORTAL-2359,user0024,2026-07-25,La fonctionnalité est prête pour les tests.
COM-00170,SEC-2234,user0024,2026-08-16,Il faut vérifier ce comportement.
COM-00171,DATA-920,user0047,2026-03-19,Besoin de plus d'informations.
COM-00172,BI-2812,user0021,2026-08-09,Tests complémentaires nécessaires.
COM-00173,ECOM-3015,user0033,2026-05-23,Correction proposée dans la prochaine version.
COM-00174,CRM-4689,user0043,2026-01-01,Le problème semble corrigé.
COM-00175,CLOUD-1243,user0006,2026-04-08,La fonctionnalité est prête pour les tests.
COM-00176,MOB-3607,user0002,2025-10-07,Tests complémentaires nécessaires.
COM-00177,BANK-2958,user0041,2026-02-20,Attention au délai prévu.
COM-00178,ERP-2512,user0025,2025-09-21,Le problème est reproduit en environnement de test.
COM-00179,ERP-4970,user0023,2026-02-13,Attention au délai prévu.
COM-00180,DATA-3599,user0012,2025-10-06,Correction proposée dans la prochaine version.
COM-00181,MOB-28,user0033,2025-11-09,La fonctionnalité est prête pour les tests.
COM-00182,CLOUD-2634,user0018,2026-01-08,Le client demande une modification.
COM-00183,ECOM-1805,user0047,2025-09-20,Attention au délai prévu.
COM-00184,DATA-2456,user0018,2026-08-29,Tests complémentaires nécessaires.
COM-00185,PORTAL-1852,user0031,2026-07-01,Le client demande une modification.
COM-00186,DATA-3968,user0038,2025-09-17,Le développement avance correctement.
COM-00187,ECOM-4562,user0033,2026-04-15,Besoin de plus d'informations.
COM-00188,CLOUD-3520,user0035,2026-07-02,Le problème semble corrigé.
COM-00189,CLOUD-1665,user0033,2026-01-07,Le client demande une modification.
COM-00190,ECOM-4766,user0007,2026-02-24,Attention au délai prévu.
COM-00191,BI-4759,user0032,2026-05-08,Il faut vérifier ce comportement.
COM-00192,SEC-2997,user0029,2025-10-16,Attention au délai prévu.
COM-00193,CLOUD-1182,user0036,2026-01-03,Tests complémentaires nécessaires.
COM-00194,CLOUD-2477,user0036,2026-02-02,Le développement avance correctement.
COM-00195,CLOUD-3261,user0049,2025-09-30,Correction proposée dans la prochaine version.
COM-00196,BI-1771,user0022,2026-06-24,Il faut vérifier ce comportement.
COM-00197,PORTAL-4303,user0027,2026-02-07,Le problème est reproduit en environnement de test.
COM-00198,SEC-3315,user0017,2026-07-16,Besoin de plus d'informations.
COM-00199,CRM-4013,user0036,2026-07-30,Le problème semble corrigé.
COM-00200,MOB-436,user0037,2025-12-19,Correction proposée dans la prochaine version.
COM-00201,CRM-3568,user0030,2026-06-05,Attention au délai prévu.
COM-00202,BANK-3424,user0007,2026-02-10,Besoin de plus d'informations.
COM-00203,BANK-3743,user0012,2025-12-17,Le développement avance correctement.
COM-00204,SEC-195,user0011,2026-07-07,Correction proposée dans la prochaine version.
COM-00205,MOB-917,user0040,2026-02-27,Correction proposée dans la prochaine version.
COM-00206,ERP-4950,user0003,2026-06-01,Le problème est reproduit en environnement de test.
COM-00207,DATA-408,user0002,2026-07-10,Il faut vérifier ce comportement.
COM-00208,ERP-2281,user0021,2026-03-02,Le développement avance correctement.
COM-00209,BANK-637,user0049,2026-01-06,Attention au délai prévu.
COM-00210,PORTAL-1110,user0019,2026-04-29,Le client demande une modification.
COM-00211,ECOM-2526,user0001,2026-01-27,Le développement avance correctement.
COM-00212,MOB-260,user0015,2026-06-12,Besoin de plus d'informations.
COM-00213,ERP-1048,user0009,2026-03-15,Le client demande une modification.
COM-00214,BANK-3755,user0011,2026-05-31,Le client demande une modification.
COM-00215,BANK-1232,user0020,2026-08-12,Correction proposée dans la prochaine version.
COM-00216,CLOUD-437,user0023,2026-07-03,Attention au délai prévu.
COM-00217,CRM-4806,user0027,2025-12-27,Le développement avance correctement.
COM-00218,BI-2612,user0042,2026-08-29,Le problème semble corrigé.
COM-00219,ERP-507,user0036,2026-01-14,Le problème est reproduit en environnement de test.
COM-00220,BANK-1653,user0004,2026-02-06,Le développement avance correctement.
COM-00221,BANK-3265,user0030,2025-10-06,Tests complémentaires nécessaires.
COM-00222,BI-4936,user0012,2026-07-23,Le problème semble corrigé.
COM-00223,ERP-2337,user0026,2026-07-01,Correction proposée dans la prochaine version.
COM-00224,ECOM-4747,user0022,2025-12-22,La fonctionnalité est prête pour les tests.
COM-00225,CRM-2798,user0025,2026-04-30,Le client demande une modification.
COM-00226,PORTAL-1412,user0010,2025-11-17,Attention au délai prévu.
COM-00227,MOB-12,user0043,2025-12-25,Le problème semble corrigé.
COM-00228,BANK-942,user0029,2025-10-13,La fonctionnalité est prête pour les tests.
COM-00229,ECOM-4925,user0030,2026-03-22,Le développement avance correctement.
COM-00230,BI-960,user0043,2026-08-12,Il faut vérifier ce comportement.
COM-00231,ERP-4690,user0001,2026-06-30,Le problème semble corrigé.
COM-00232,CLOUD-346,user0018,2025-11-16,Besoin de plus d'informations.
COM-00233,ECOM-4915,user0047,2026-01-18,Le client demande une modification.
COM-00234,PORTAL-4757,user0050,2026-09-05,Le développement avance correctement.
COM-00235,PORTAL-2909,user0006,2026-04-13,La fonctionnalité est prête pour les tests.
COM-00236,PORTAL-4263,user0019,2026-09-05,Le problème semble corrigé.
COM-00237,ECOM-4283,user0033,2026-04-07,Le problème est reproduit en environnement de test.
COM-00238,DATA-3056,user0033,2026-06-25,Il faut vérifier ce comportement.
COM-00239,BI-1516,user0050,2026-01-09,Le développement avance correctement.
COM-00240,MOB-1529,user0030,2025-11-23,Le problème est reproduit en environnement de test.
COM-00241,DATA-2680,user0049,2025-12-24,Le problème semble corrigé.
COM-00242,BI-1003,user0042,2026-07-07,Il faut vérifier ce comportement.
COM-00243,ECOM-2265,user0007,2026-03-05,Attention au délai prévu.
COM-00244,PORTAL-4214,user0037,2026-01-11,La fonctionnalité est prête pour les tests.
COM-00245,MOB-305,user0050,2026-05-26,Attention au délai prévu.
COM-00246,ECOM-2867,user0029,2026-08-13,Correction proposée dans la prochaine version.
COM-00247,ERP-883,user0015,2026-05-11,Le problème est reproduit en environnement de test.
COM-00248,ECOM-4407,user0022,2025-12-27,Il faut vérifier ce comportement.
COM-00249,CLOUD-2695,user0024,2026-07-28,Le problème est reproduit en environnement de test.
COM-00250,BI-4623,user0030,2025-11-19,Le client demande une modification.
COM-00251,CRM-1078,user0034,2026-07-11,Attention au délai prévu.
COM-00252,ECOM-3369,user0031,2026-08-04,Besoin de plus d'informations.
COM-00253,BANK-957,user0042,2025-10-05,Tests complémentaires nécessaires.
COM-00254,CRM-367,user0012,2026-06-06,Correction proposée dans la prochaine version.
COM-00255,ERP-1542,user0046,2026-08-11,Attention au délai prévu.
COM-00256,CRM-4592,user0010,2026-03-31,Le problème semble corrigé.
COM-00257,CRM-3657,user0034,2026-06-01,Le développement avance correctement.
COM-00258,ECOM-4483,user0046,2025-12-28,Tests complémentaires nécessaires.
COM-00259,CRM-3768,user0002,2025-11-06,Besoin de plus d'informations.
COM-00260,MOB-4774,user0020,2025-12-03,Besoin de plus d'informations.
COM-00261,ERP-1289,user0004,2026-03-09,La fonctionnalité est prête pour les tests.
COM-00262,CLOUD-1089,user0038,2026-04-04,Il faut vérifier ce comportement.
COM-00263,ERP-4050,user0030,2026-06-24,La fonctionnalité est prête pour les tests.
COM-00264,CLOUD-277,user0035,2026-02-10,Attention au délai prévu.
COM-00265,PORTAL-1885,user0040,2025-12-03,Le problème est reproduit en environnement de test.
COM-00266,DATA-4075,user0030,2026-09-03,Attention au délai prévu.
COM-00267,CLOUD-4836,user0041,2025-11-25,Le problème semble corrigé.
COM-00268,CRM-2064,user0047,2025-11-03,Correction proposée dans la prochaine version.
COM-00269,PORTAL-1017,user0007,2026-01-31,Le problème est reproduit en environnement de test.
COM-00270,ECOM-2352,user0041,2026-04-26,Le développement avance correctement.
COM-00271,BI-4447,user0048,2025-11-22,Attention au délai prévu.
COM-00272,ECOM-48,user0042,2026-08-02,Le client demande une modification.
COM-00273,SEC-2012,user0026,2026-06-03,Attention au délai prévu.
COM-00274,MOB-4344,user0039,2026-08-17,Tests complémentaires nécessaires.
COM-00275,ECOM-2656,user0032,2026-01-20,Le développement avance correctement.
COM-00276,SEC-2327,user0008,2025-12-23,Il faut vérifier ce comportement.
COM-00277,ECOM-4231,user0024,2025-09-28,Correction proposée dans la prochaine version.
COM-00278,ECOM-2675,user0028,2026-07-14,Le client demande une modification.
COM-00279,PORTAL-1030,user0015,2026-05-10,Il faut vérifier ce comportement.
COM-00280,DATA-3228,user0017,2026-01-07,Le problème est reproduit en environnement de test.
COM-00281,BI-1002,user0040,2026-01-17,Attention au délai prévu.
COM-00282,ERP-1988,user0050,2025-12-04,Le client demande une modification.
COM-00283,CLOUD-3261,user0044,2026-01-30,Il faut vérifier ce comportement.
COM-00284,SEC-80,user0044,2026-06-19,Le problème semble corrigé.
COM-00285,DATA-3661,user0021,2026-02-21,Tests complémentaires nécessaires.
COM-00286,ECOM-4269,user0026,2026-07-13,Le développement avance correctement.
COM-00287,ERP-3649,user0035,2026-08-09,Attention au délai prévu.
COM-00288,PORTAL-1940,user0035,2025-12-13,Il faut vérifier ce comportement.
COM-00289,CLOUD-1364,user0019,2026-03-03,Le développement avance correctement.
COM-00290,BI-2625,user0031,2026-03-23,Tests complémentaires nécessaires.
COM-00291,BI-1256,user0025,2025-09-28,Le problème semble corrigé.
COM-00292,MOB-1144,user0045,2026-08-28,Le client demande une modification.
COM-00293,SEC-4168,user0016,2025-11-17,Besoin de plus d'informations.
COM-00294,ECOM-2737,user0006,2026-02-26,Attention au délai prévu.
COM-00295,BANK-428,user0026,2026-02-09,Il faut vérifier ce comportement.
COM-00296,BI-2346,user0003,2026-01-08,Correction proposée dans la prochaine version.
COM-00297,SEC-2685,user0006,2026-07-14,Tests complémentaires nécessaires.
COM-00298,SEC-2872,user0029,2026-02-23,Correction proposée dans la prochaine version.
COM-00299,CRM-309,user0001,2026-01-19,Tests complémentaires nécessaires.
COM-00300,ERP-3881,user0019,2026-08-29,Attention au délai prévu.
COM-00301,SEC-2978,user0009,2025-10-01,Le client demande une modification.
COM-00302,PORTAL-4263,user0015,2026-05-07,Le client demande une modification.
COM-00303,DATA-4434,user0013,2026-04-29,Il faut vérifier ce comportement.
COM-00304,ERP-664,user0020,2025-12-01,La fonctionnalité est prête pour les tests.
COM-00305,ERP-137,user0026,2026-05-26,Le client demande une modification.
COM-00306,MOB-2583,user0015,2026-05-30,Correction proposée dans la prochaine version.
COM-00307,CRM-2454,user0046,2026-07-08,Tests complémentaires nécessaires.
COM-00308,CLOUD-2686,user0027,2026-09-05,Tests complémentaires nécessaires.
COM-00309,SEC-1248,user0018,2026-05-31,Le développement avance correctement.
COM-00310,CRM-843,user0015,2026-07-26,Le problème semble corrigé.
COM-00311,BI-2783,user0039,2026-08-10,Le problème semble corrigé.
COM-00312,BI-3549,user0017,2026-02-23,Attention au délai prévu.
COM-00313,PORTAL-4324,user0019,2026-02-07,Le problème semble corrigé.
COM-00314,BANK-106,user0045,2025-11-22,Le problème semble corrigé.
COM-00315,ERP-2939,user0043,2026-05-11,Le problème est reproduit en environnement de test.
COM-00316,ERP-1264,user0035,2026-01-30,Le problème est reproduit en environnement de test.
COM-00317,MOB-2469,user0033,2026-01-03,Besoin de plus d'informations.
COM-00318,SEC-2401,user0041,2025-12-18,Correction proposée dans la prochaine version.
COM-00319,BI-1165,user0015,2026-02-14,Attention au délai prévu.
COM-00320,PORTAL-1354,user0042,2026-01-02,Tests complémentaires nécessaires.
COM-00321,ECOM-4155,user0042,2025-09-22,Le problème est reproduit en environnement de test.
COM-00322,SEC-2567,user0039,2026-02-17,Tests complémentaires nécessaires.
COM-00323,ERP-2712,user0042,2025-11-12,La fonctionnalité est prête pour les tests.
COM-00324,PORTAL-689,user0007,2025-12-29,Le client demande une modification.
COM-00325,MOB-263,user0025,2026-01-13,Le problème semble corrigé.
COM-00326,PORTAL-2235,user0049,2026-01-24,Le développement avance correctement.
COM-00327,BANK-114,user0049,2026-03-06,Le développement avance correctement.
COM-00328,ECOM-3199,user0031,2026-08-20,Tests complémentaires nécessaires.
COM-00329,PORTAL-2333,user0030,2026-05-04,Il faut vérifier ce comportement.
COM-00330,BANK-4694,user0040,2026-01-23,Il faut vérifier ce comportement.
COM-00331,DATA-1236,user0003,2026-06-19,Il faut vérifier ce comportement.
COM-00332,BI-549,user0049,2026-01-02,Il faut vérifier ce comportement.
COM-00333,DATA-3567,user0044,2026-08-16,Le problème est reproduit en environnement de test.
COM-00334,BANK-4278,user0012,2026-07-25,Le développement avance correctement.
COM-00335,DATA-2853,user0024,2026-05-01,Attention au délai prévu.
COM-00336,CLOUD-2301,user0008,2025-11-12,Tests complémentaires nécessaires.
COM-00337,ERP-4783,user0042,2026-02-02,Le développement avance correctement.
COM-00338,ECOM-1897,user0038,2026-07-13,Besoin de plus d'informations.
COM-00339,ERP-79,user0048,2026-02-26,Tests complémentaires nécessaires.
COM-00340,ECOM-3921,user0048,2026-02-05,Le développement avance correctement.
COM-00341,CRM-2450,user0040,2026-06-11,Le problème est reproduit en environnement de test.
COM-00342,BI-1423,user0007,2025-12-04,Le développement avance correctement.
COM-00343,BANK-2693,user0027,2026-07-15,Il faut vérifier ce comportement.
COM-00344,CLOUD-1320,user0007,2026-01-20,Tests complémentaires nécessaires.
COM-00345,CLOUD-4612,user0038,2026-06-19,Besoin de plus d'informations.
COM-00346,SEC-2858,user0011,2026-09-13,La fonctionnalité est prête pour les tests.
COM-00347,CLOUD-2054,user0032,2025-10-03,Le développement avance correctement.
COM-00348,BI-3609,user0035,2026-03-14,Le problème semble corrigé.
COM-00349,DATA-1727,user0024,2025-11-20,Tests complémentaires nécessaires.
COM-00350,ECOM-4852,user0019,2026-04-26,Le client demande une modification.
COM-00351,ECOM-3724,user0009,2026-04-15,La fonctionnalité est prête pour les tests.
COM-00352,PORTAL-807,user0009,2025-11-18,Il faut vérifier ce comportement.
COM-00353,DATA-1088,user0002,2026-07-18,Le problème semble corrigé.
COM-00354,DATA-3332,user0041,2026-09-09,La fonctionnalité est prête pour les tests.
COM-00355,DATA-2626,user0001,2026-07-12,Tests complémentaires nécessaires.
COM-00356,ECOM-4665,user0001,2026-06-27,Besoin de plus d'informations.
COM-00357,CRM-316,user0007,2026-01-07,Tests complémentaires nécessaires.
COM-00358,BANK-2476,user0014,2025-12-07,Le développement avance correctement.
COM-00359,SEC-3010,user0041,2025-12-11,Le problème semble corrigé.
COM-00360,BI-2483,user0029,2025-10-05,Il faut vérifier ce comportement.
COM-00361,CLOUD-3281,user0014,2025-12-27,Le client demande une modification.
COM-00362,CLOUD-2117,user0008,2026-03-14,La fonctionnalité est prête pour les tests.
COM-00363,CLOUD-877,user0015,2026-09-08,Attention au délai prévu.
COM-00364,MOB-794,user0045,2026-06-06,Le problème est reproduit en environnement de test.
COM-00365,ERP-2519,user0003,2026-04-23,Correction proposée dans la prochaine version.
COM-00366,MOB-3485,user0002,2025-11-17,Il faut vérifier ce comportement.
COM-00367,MOB-1529,user0031,2025-11-27,Le problème semble corrigé.
